"first name",avg_year
YOANDRI,2016.0
VALENTINO,2016.0
SIMI,2016.0
KENZO,2016.0
MOTTY,2016.0
JOURNEE,2016.0
AYAT,2016.0
SAFWAN,2016.0
REIZEL,2016.0
KAYDENCE,2016.0
REUVEN,2016.0
BECKETT,2016.0
GEORGINA,2016.0
FATIMAH,2016.0
VINCE,2016.0
LUCIAN,2016.0
AMIRJON,2016.0
SAFIYA,2016.0
ZACK,2016.0
LOUISE,2016.0
OUSMANE,2016.0
CYRUS,2016.0
REBECA,2016.0
DIYORA,2016.0
AYAH,2016.0
MATIS,2016.0
HOORAIN,2016.0
AVIANA,2016.0
HARLOW,2016.0
ELISABETH,2016.0
ZURI,2016.0
PALOMA,2016.0
ROYCE,2016.0
RIVA,2016.0
ANTONINO,2016.0
JOELLE,2016.0
ARYA,2016.0
ALIA,2016.0
AIZAH,2016.0
ANTONELLA,2016.0
DEVOIRY,2016.0
JIYA,2016.0
MALIKA,2016.0
LAWSON,2016.0
ZELDA,2016.0
POPPY,2016.0
DRAIZY,2016.0
LIYANA,2016.0
HENRIK,2016.0
BEAU,2016.0
RYLIE,2016.0
SHEVY,2016.0
ARLETH,2016.0
AMALIA,2015.95
ADALYNN,2015.9166666666667
RAEGAN,2015.909090909091
XIMENA,2015.9
THIAGO,2015.875
HOLDEN,2015.875
LEV,2015.857142857143
GWENDOLYN,2015.8333333333333
KHADIJA,2015.8
IMRAN,2015.8
FRANCES,2015.8
ZAYDEN,2015.7857142857142
BRYSON,2015.7826086956522
FINNEGAN,2015.7777777777778
JOSEF,2015.75
ARCHER,2015.75
NATHANAEL,2015.75
AYESHA,2015.75
BENNETT,2015.7142857142858
BERL,2015.7142857142858
EMERY,2015.7
HARLEY,2015.6666666666667
JOURNEY,2015.6666666666667
KARTER,2015.6666666666667
FREYA,2015.6666666666667
CALLAN,2015.6666666666667
CELINE,2015.6470588235295
WILLA,2015.625
WILLOW,2015.625
ENZO,2015.6206896551723
WINTER,2015.6
ANNALISE,2015.6
ZAHRA,2015.6
MILANA,2015.5714285714287
AYLA,2015.5714285714287
SHALOM,2015.5714285714287
ELLIS,2015.5555555555557
ALANI,2015.5555555555557
GREYSON,2015.5135135135135
TIMUR,2015.5
RUCHEL,2015.5
BONNIE,2015.5
TOBA,2015.5
BRIA,2015.5
MD,2015.5
YOCHANAN,2015.5
KNOX,2015.5
THEA,2015.5
VIENNA,2015.5
KHALEESI,2015.5
ABDIEL,2015.5
AYALA,2015.5
IVANNA,2015.5
YASMINA,2015.5
YONAH,2015.5
PERETZ,2015.5
REIZY,2015.5
AARAV,2015.5
ARYE,2015.5
ISMAIL,2015.5
ADALYN,2015.5
MARCEL,2015.5
BLESSING,2015.5
CLARK,2015.5
ANDREAS,2015.5
DALEYZA,2015.5
ADELINE,2015.4565217391305
ALMA,2015.4545454545455
LINCOLN,2015.448275862069
KALI,2015.4444444444443
MAIA,2015.4375
COLETTE,2015.4285714285713
MAJOR,2015.4
ELIAN,2015.4
CECELIA,2015.4
ROSALIE,2015.4
SAMIRA,2015.375
DUVID,2015.375
SLOANE,2015.357142857143
SAGE,2015.3333333333333
ZAYAN,2015.3333333333333
EDITH,2015.3333333333333
EVERETT,2015.3333333333333
MARIELLA,2015.3333333333333
ADELINA,2015.3333333333333
AINSLEY,2015.3333333333333
YIDEL,2015.3333333333333
NATHALIA,2015.3333333333333
BINYAMIN,2015.3333333333333
CORA,2015.3265306122448
ELYA,2015.2857142857142
MIRA,2015.25
ZANDER,2015.25
MYRA,2015.25
LEONIDAS,2015.25
DAWSON,2015.25
EASTON,2015.2413793103449
GRAYSON,2015.2189781021898
EZEKIEL,2015.2068965517242
KING,2015.2037037037037
AVIGAIL,2015.2
LOUISA,2015.2
HARPER,2015.1719745222929
JAYCE,2015.1666666666667
MOISES,2015.1666666666667
CATALINA,2015.142857142857
LUCIANA,2015.1304347826087
NIKO,2015.125
JAXSON,2015.1222222222223
AURORA,2015.120481927711
AMARA,2015.111111111111
HADLEY,2015.111111111111
JAX,2015.090909090909
MILA,2015.0752688172042
SILAS,2015.0666666666666
CAMILLA,2015.0555555555557
ARABELLA,2015.0526315789473
JAXON,2015.0075187969924
MUSHKA,2015.0
QUEENA,2015.0
KAMRYN,2015.0
AVIVA,2015.0
TITUS,2015.0
BREE,2015.0
ODIN,2015.0
SELIM,2015.0
KIMI,2015.0
YEHUDAH,2015.0
NIKOLAI,2015.0
AHNAF,2015.0
LIONEL,2015.0
SHNEUR,2015.0
NAFTULA,2015.0
FLETCHER,2015.0
RAYYAN,2015.0
JIONNI,2015.0
LEYLA,2015.0
ISHAAN,2015.0
TOBIAS,2015.0
MEYER,2015.0
LUCILLE,2015.0
RYLAN,2015.0
MICHAL,2015.0
AIMEE,2015.0
SABINA,2015.0
MESHULEM,2015.0
AYA,2015.0
BINTOU,2015.0
EMAAN,2015.0
VIHAAN,2015.0
SHAUL,2015.0
AIZA,2015.0
GUNNER,2015.0
KALANI,2015.0
JETT,2015.0
KEILY,2015.0
FRADY,2015.0
AYLEEN,2015.0
KENZIE,2015.0
LORELEI,2015.0
VERA,2015.0
AIDEL,2015.0
LIVIA,2015.0
YAHYA,2015.0
IVANA,2015.0
RORY,2015.0
NOAM,2015.0
YANKY,2015.0
GIUSEPPE,2015.0
AMEER,2015.0
MATIAS,2015.0
THEO,2014.9411764705883
ADELYN,2014.9375
YOSSI,2014.923076923077
IDY,2014.909090909091
ARIA,2014.8992248062016
DAHLIA,2014.888888888889
MILANI,2014.875
LIV,2014.875
IKER,2014.875
EMMETT,2014.8666666666666
CHESKY,2014.857142857143
YOUSSEF,2014.857142857143
JONAS,2014.8461538461538
MYLA,2014.8333333333333
ROYAL,2014.8333333333333
FRIEDA,2014.8333333333333
XANDER,2014.8333333333333
SHLOIMY,2014.8333333333333
MADDOX,2014.8
ESME,2014.8
BRIELLA,2014.8
PRINCETON,2014.75
RHYS,2014.75
MARGOT,2014.75
WINSTON,2014.75
LONDYN,2014.75
ORION,2014.75
CALI,2014.7368421052631
APRIL,2014.7272727272727
ABEL,2014.7272727272727
ISLA,2014.7222222222222
GAEL,2014.7073170731708
ADELE,2014.7058823529412
NOOR,2014.7
AUBREE,2014.6976744186047
ZARIAH,2014.6666666666667
KAMERON,2014.6666666666667
ZENDAYA,2014.6666666666667
BODHI,2014.6666666666667
MINA,2014.6666666666667
GERARD,2014.6666666666667
SYLVIE,2014.6666666666667
ELOISE,2014.65625
EASON,2014.6363636363637
JAYCEON,2014.611111111111
WOLF,2014.6
HAZEL,2014.593220338983
TZIPORA,2014.5714285714287
OLIVE,2014.5555555555557
ELLIANA,2014.55
GEMMA,2014.5384615384614
JAMESON,2014.5357142857142
SAWYER,2014.5135135135135
LUNA,2014.5066666666667
STEFAN,2014.5
MARLOWE,2014.5
PERRY,2014.5
NUCHEM,2014.5
LEWIS,2014.5
CATALEYA,2014.5
KACEY,2014.5
OUMOU,2014.5
UMAR,2014.5
NOSSON,2014.5
AHRON,2014.5
BERISH,2014.5
MILENA,2014.5
MANHA,2014.5
ELKY,2014.5
SALOME,2014.5
LUKA,2014.5
MAXIMILIANO,2014.5
MILAN,2014.5
OUMAR,2014.5
AMAYAH,2014.5
ROWAN,2014.4666666666667
EZRA,2014.4657534246576
VIVIENNE,2014.4615384615386
CARMELO,2014.4444444444443
ALEENA,2014.4375
ELLIOT,2014.4347826086957
MESSIAH,2014.4324324324325
KENDRICK,2014.4285714285713
WESLEY,2014.4117647058824
KIRA,2014.4117647058824
JORDI,2014.4
FRIMET,2014.3846153846155
PERL,2014.3846153846155
AMINA,2014.3684210526317
CLEMENTINE,2014.3333333333333
KAIA,2014.3333333333333
YONA,2014.3333333333333
LITZY,2014.3333333333333
REINA,2014.3333333333333
ATARA,2014.3333333333333
RINA,2014.3333333333333
AYAN,2014.3333333333333
AMIA,2014.3333333333333
JACE,2014.3177570093458
SAMARA,2014.3
LINA,2014.3
ADELAIDE,2014.2857142857142
ELLIOTT,2014.2857142857142
ARTHUR,2014.28125
LEVI,2014.280701754386
BRUCHY,2014.2777777777778
RUCHY,2014.2666666666667
PENELOPE,2014.2636363636364
ADRIEL,2014.2631578947369
BASYA,2014.25
ELSA,2014.25
AISSATOU,2014.25
AYDIN,2014.25
DILAN,2014.25
ATHENA,2014.25
AUGUST,2014.25
REID,2014.2142857142858
RONAN,2014.2105263157894
ELEANOR,2014.2045454545455
KELLAN,2014.2
EZRIEL,2014.2
ANABELLE,2014.2
EMILIO,2014.2
MARJORIE,2014.2
SHAINDEL,2014.2
NOELLE,2014.2
CELESTE,2014.1666666666667
BRANTLEY,2014.1666666666667
BORUCH,2014.1666666666667
ANISA,2014.1666666666667
IVY,2014.1627906976744
BENTLEY,2014.1538461538462
QUEENIE,2014.142857142857
DAPHNE,2014.1333333333334
NORAH,2014.1304347826087
BROOKLYNN,2014.125
ADONIS,2014.125
KINGSTON,2014.111111111111
CAMDEN,2014.090909090909
YUSUF,2014.090909090909
ZAINAB,2014.0869565217392
MARYAM,2014.08
HARMONY,2014.076923076923
VIVIANA,2014.0714285714287
AVRUM,2014.0714285714287
RAYAN,2014.0689655172414
DAKOTA,2014.05
HUDSON,2014.05
COLTON,2014.0384615384614
ASHER,2014.030303030303
ROMAN,2014.025
NORA,2014.0238095238096
PIPER,2014.0212765957447
BLIMIE,2014.0
LIYA,2014.0
DWAYNE,2014.0
CLARISSA,2014.0
HADIYA,2014.0
ORLANDO,2014.0
ABBA,2014.0
IDA,2014.0
ADAN,2014.0
TRISTIAN,2014.0
SHELLY,2014.0
RAMATOULAYE,2014.0
TAHA,2014.0
MIKA,2014.0
JOANNE,2014.0
BOWEN,2014.0
REUBEN,2014.0
KABIR,2014.0
ILAN,2014.0
SHIRIN,2014.0
BEHRUZ,2014.0
PIERCE,2014.0
EZEQUIEL,2014.0
JAGGER,2014.0
KOBE,2014.0
MARKO,2014.0
DAVE,2014.0
JAMAR,2014.0
TIMMY,2014.0
KARIM,2014.0
ELENE,2014.0
ARDEN,2014.0
LEONEL,2014.0
TRISTEN,2014.0
KHADIJAH,2014.0
ANAYAH,2014.0
FRIDA,2014.0
ENOCH,2014.0
ELUZER,2014.0
MARIELLE,2014.0
NESANEL,2014.0
AZIZA,2014.0
YUNA,2014.0
ROBIN,2014.0
RAY,2014.0
EHAN,2014.0
PENINA,2014.0
HAFSA,2014.0
SAPPHIRE,2014.0
LEIBY,2014.0
MOHAMAD,2014.0
BENYAMIN,2014.0
YONASON,2014.0
STEPHAN,2014.0
SHELDON,2014.0
CHARLENE,2014.0
ADIEL,2014.0
SAFA,2014.0
AMARE,2014.0
SAMIYA,2014.0
YONATAN,2014.0
INAYA,2014.0
SERAPHINA,2014.0
KAMAYA,2014.0
SHLOIMA,2014.0
PRIYA,2014.0
INGRID,2014.0
ABRIELLE,2014.0
REEM,2014.0
AMEERAH,2014.0
GIDEON,2014.0
LAILAH,2014.0
TZIVI,2014.0
EDDY,2014.0
YOUSIF,2014.0
MONTSERRAT,2014.0
CELINA,2014.0
ARIANE,2014.0
HENDY,2014.0
FEYNMAN,2014.0
REHAN,2014.0
KONSTANTINOS,2014.0
FELIPE,2014.0
AAHIL,2014.0
ALLY,2014.0
RAFI,2014.0
HILLEL,2014.0
LANGSTON,2014.0
HAVEN,2014.0
GALILEA,2014.0
FATOU,2014.0
ESHAAL,2014.0
DORIS,2014.0
SHREYA,2014.0
YASIN,2014.0
TANYA,2014.0
FORD,2014.0
RANVEER,2014.0
TALA,2014.0
SHOHJAHON,2014.0
ALAYSIA,2014.0
BENTZION,2014.0
EMIL,2014.0
MOUHAMED,2014.0
ARIAN,2014.0
SAIF,2014.0
NIKOLAOS,2014.0
KARISSA,2014.0
THALIA,2014.0
BEILY,2014.0
NAYA,2014.0
AGNES,2014.0
MARWA,2014.0
ELLY,2014.0
NERIAH,2014.0
GIORGI,2014.0
SAAD,2014.0
AZIMJON,2014.0
MUHAMMADALI,2014.0
LANDYN,2014.0
QUINCY,2014.0
ALDEN,2014.0
ALLEGRA,2014.0
ARES,2014.0
BLAIR,2014.0
JOEY,2014.0
JOSH,2014.0
EMMELINE,2014.0
MAHDIYA,2014.0
CONSTANTINE,2014.0
ELINA,2014.0
VLADIMIR,2014.0
NOACH,2014.0
EUNICE,2014.0
VIRGINIA,2014.0
AIDA,2014.0
AZAAN,2014.0
SAIGE,2014.0
AMELIE,2014.0
CONRAD,2014.0
PERI,2014.0
ALANIS,2014.0
LAYAN,2014.0
LUISA,2014.0
NAVA,2014.0
MIYA,2014.0
SUMAYA,2014.0
MALAYSIA,2014.0
ARELY,2014.0
TOMAS,2014.0
SHLOMIE,2014.0
AZALEA,2014.0
NOEMI,2014.0
AUGUSTUS,2014.0
DALLAS,2014.0
DAVIAN,2014.0
ANABIA,2014.0
SARINA,2014.0
ESHAN,2014.0
ADHAM,2014.0
MATTIE,2014.0
ASADBEK,2014.0
AVNEET,2014.0
SRULY,2014.0
DEVORY,2014.0
GOLDIE,2014.0
SAMSON,2014.0
ASTRID,2014.0
JASE,2014.0
ADRIEN,2014.0
NIKHIL,2014.0
GORDON,2014.0
JERELYN,2014.0
ZOYA,2014.0
AMINAH,2014.0
RAINA,2014.0
MARLENE,2014.0
KIYAN,2014.0
CECILY,2014.0
YUVRAJ,2014.0
YASMINE,2014.0
BREINDEL,2014.0
YASMEEN,2014.0
BLUMA,2014.0
ELISA,2014.0
JASMINA,2014.0
RON,2014.0
EMIR,2014.0
KIAN,2014.0
DEXTER,2014.0
JAQUELINE,2014.0
SAMEER,2014.0
OONA,2014.0
NATALYA,2014.0
LEIBISH,2014.0
TATE,2014.0
AARYA,2014.0
NICK,2014.0
FLORA,2014.0
DOVBER,2014.0
SAVION,2014.0
ARVIN,2014.0
JASLEEN,2014.0
WYNTER,2014.0
MAE,2014.0
TEMUR,2014.0
THEODORA,2014.0
ABE,2014.0
MARGAUX,2014.0
SYED,2014.0
ABOUBACAR,2014.0
LUCCA,2014.0
SARIYAH,2014.0
SHAVY,2014.0
KORI,2014.0
NABIL,2014.0
GRAHAM,2014.0
AWA,2014.0
MAGNUS,2014.0
IRINA,2014.0
ELIOT,2014.0
OTTO,2014.0
ROSIE,2014.0
ZAYNAB,2014.0
MATILDA,2014.0
LYLAH,2014.0
ROMY,2014.0
FALLON,2014.0
TIANNA,2014.0
YAIR,2014.0
UDY,2014.0
HAREEM,2014.0
OLIVER,2014.0
SADIA,2014.0
ARMAAN,2014.0
JAZLYNN,2014.0
JAHMIR,2014.0
KAMIYAH,2014.0
VENUS,2014.0
ZALMAN,2014.0
MIKHAIL,2014.0
ELLEN,2014.0
ANABEL,2014.0
MALEK,2014.0
LUCINDA,2014.0
UNA,2014.0
HARLEEN,2014.0
QUINTON,2014.0
ACHILLES,2014.0
SHEILA,2014.0
PHILIPPA,2014.0
BRIGITTE,2014.0
LIORA,2014.0
HASAN,2014.0
BOUBACAR,2014.0
KENYA,2014.0
RIVKAH,2014.0
RAHEEM,2014.0
ARISHA,2014.0
ZENOBIA,2014.0
DALIA,2014.0
ZAHIR,2014.0
RAMATA,2014.0
DAMIR,2014.0
PAULA,2014.0
DORIAN,2014.0
ASA,2014.0
"CHLOE'",2014.0
VALENCIA,2014.0
ANTON,2014.0
NAMIRAH,2014.0
HIBA,2014.0
CASSIUS,2014.0
FELICIA,2014.0
ANISJON,2014.0
AMIRAH,2014.0
MAIMOUNA,2014.0
ALEAH,2014.0
DERECK,2014.0
MOISHY,2014.0
ABDOUL,2014.0
LEONA,2014.0
ITZEL,2014.0
KAILA,2014.0
AZIM,2014.0
ABDULRAHMAN,2014.0
SIDNEY,2014.0
EMANI,2014.0
ZAMIR,2014.0
ZAKARIYA,2014.0
ZACHARIAH,2014.0
JAYCOB,2014.0
HAILIE,2014.0
TYSON,2014.0
SHAYE,2014.0
CHANANYA,2014.0
EVIE,2014.0
BILLY,2014.0
KADIATOU,2014.0
AZARIAH,2014.0
AARIZ,2014.0
MAYSON,2014.0
DAVON,2014.0
SEPHORA,2014.0
NADINE,2014.0
ROCHELLE,2014.0
VIOLA,2014.0
ADELYNN,2014.0
BROOKS,2014.0
KAILEE,2014.0
MAZAL,2014.0
DOROTHY,2014.0
ELIE,2014.0
ATTICUS,2014.0
MALIHA,2014.0
SAHARA,2014.0
ZAIDEN,2014.0
SUNNY,2014.0
CLEO,2014.0
SENDER,2014.0
AUBRIE,2014.0
MARIE,2014.0
SHAYAN,2014.0
AVI,2014.0
ENMANUEL,2014.0
HENNA,2014.0
ANAS,2014.0
SHEYLA,2014.0
KATALINA,2014.0
AYANA,2014.0
RAHAF,2014.0
DIMITRI,2014.0
NATE,2014.0
SUMAIYA,2014.0
VIDA,2014.0
KAZI,2014.0
MUHAMMED,2014.0
RENA,2014.0
MALANI,2014.0
PAULINA,2014.0
SYBIL,2014.0
KARAS,2014.0
BRIANNY,2014.0
NATHALY,2014.0
NICHOLE,2014.0
ANTONIA,2014.0
AMEERA,2014.0
AMARIS,2014.0
IDRIS,2014.0
WALEED,2014.0
MAY,2014.0
MAXINE,2014.0
AICHA,2014.0
DORA,2014.0
SMITH,2014.0
SANA,2014.0
PENNY,2014.0
SHEINA,2014.0
ZAYD,2014.0
CALVIN,2013.948717948718
MILANIA,2013.9333333333334
SAMIR,2013.9285714285713
KENNEDY,2013.9242424242425
HINDA,2013.923076923077
AYLIN,2013.904761904762
CALLIE,2013.904761904762
SHEA,2013.904761904762
CECILIA,2013.8793103448277
YITZCHAK,2013.875
MALCOLM,2013.875
QUINN,2013.8725490196077
EMILIA,2013.8695652173913
AKIVA,2013.8636363636363
TORI,2013.857142857143
AXEL,2013.855072463768
KAMILA,2013.85
ARIELLA,2013.8461538461538
ZARA,2013.8461538461538
TZIPORAH,2013.8333333333333
MEILECH,2013.8333333333333
MORDCHE,2013.8333333333333
PARIS,2013.8333333333333
LEON,2013.8285714285714
SCARLETT,2013.8285714285714
SHLOIME,2013.8181818181818
MILO,2013.8148148148148
LIANNA,2013.8
ABDUL,2013.8
AMIRA,2013.7916666666667
SKYLAR,2013.791304347826
ALISA,2013.7777777777778
SHAINA,2013.7777777777778
MALIA,2013.774193548387
LORENZO,2013.7674418604652
PINCHUS,2013.764705882353
ROSE,2013.7611940298507
ALESSIA,2013.75
SKYLAH,2013.75
EGYPT,2013.75
ELLE,2013.7391304347825
REAGAN,2013.7380952380952
KAYDEN,2013.7326732673268
GENEVIEVE,2013.7209302325582
CARSON,2013.72
ALAYNA,2013.7142857142858
CAIDEN,2013.7083333333333
CHARLIE,2013.7021276595744
MATEO,2013.6976744186047
ELIZA,2013.6976744186047
PABLO,2013.6923076923076
CRISTINA,2013.6666666666667
JAEL,2013.6666666666667
BATYA,2013.6666666666667
KASSIDY,2013.6666666666667
YISRAEL,2013.6666666666667
SHIFRA,2013.6666666666667
LANA,2013.6666666666667
WALTER,2013.6666666666667
ADYAN,2013.6666666666667
FREDERICK,2013.6666666666667
ANAIS,2013.6666666666667
MELODY,2013.66
BRIELLE,2013.6588235294118
LYDIA,2013.655737704918
CHARLOTTE,2013.6518218623482
NICO,2013.6451612903227
MAXIMUS,2013.640625
ESTY,2013.6363636363637
ANAYA,2013.6285714285714
ROMEO,2013.625
EMERSON,2013.608695652174
THEODORE,2013.601851851852
NEYMAR,2013.6
HASSAN,2013.6
JUSTICE,2013.6
LEO,2013.5934959349593
JASPER,2013.5882352941176
HANA,2013.5833333333333
ALICE,2013.5802469135801
RYDER,2013.58
AHUVA,2013.578947368421
STELLA,2013.578947368421
ARJUN,2013.5714285714287
SHAYA,2013.5652173913043
CLARA,2013.5616438356165
RYLEE,2013.5531914893618
JULIETTE,2013.5492957746478
EVELYN,2013.536842105263
FRADEL,2013.5333333333333
KAIDEN,2013.5263157894738
MUHAMMAD,2013.5238095238096
ARYEH,2013.5217391304348
MATTEO,2013.52
DOV,2013.5185185185185
LENA,2013.5116279069769
LEILANI,2013.5094339622642
BROOKLYN,2013.5087719298247
FERNANDA,2013.5
DENIS,2013.5
FINN,2013.5
DAMON,2013.5
NYLAH,2013.5
LUCIEN,2013.5
CAYLA,2013.5
MARINA,2013.5
FARAH,2013.5
AMADOU,2013.5
YACHET,2013.5
KEYLA,2013.5
ALONDRA,2013.5
VINCENZO,2013.48
ASHTON,2013.4736842105262
HUGO,2013.4705882352941
SHLOME,2013.4705882352941
CONOR,2013.46875
SURY,2013.4642857142858
LEANNA,2013.4545454545455
ZAIN,2013.4545454545455
BENZION,2013.4545454545455
DECLAN,2013.4528301886792
KAI,2013.4520547945206
SANTINO,2013.45
ADA,2013.4444444444443
ZOEY,2013.441379310345
AISHA,2013.4333333333334
BRYNN,2013.4285714285713
CARINA,2013.4285714285713
LAZER,2013.421052631579
HADASSAH,2013.4117647058824
JAYLAH,2013.4
MENDY,2013.391304347826
AVERY,2013.3857142857144
PEREL,2013.3846153846155
MCKENZIE,2013.3777777777777
CHESKEL,2013.375
ANASTASIA,2013.36
VIOLET,2013.3583333333333
GEORGIA,2013.3548387096773
AUBREY,2013.3445945945946
MYLES,2013.342105263158
LIANA,2013.340909090909
NOLAN,2013.3364485981308
LEELA,2013.3333333333333
MUSTAFA,2013.3333333333333
HAYLEE,2013.3333333333333
CAMILLE,2013.3333333333333
GOLDA,2013.3333333333333
LUCIANO,2013.3333333333333
DARIEL,2013.3333333333333
HENCHY,2013.3333333333333
FRANCO,2013.3333333333333
GRADY,2013.3333333333333
ARIELLE,2013.3333333333333
HERMAN,2013.3333333333333
ROIZA,2013.3333333333333
MICAH,2013.3243243243244
NOEL,2013.3225806451612
PARKER,2013.3214285714287
ABDULLAH,2013.32
BRADLEY,2013.3181818181818
HARRISON,2013.3111111111111
FRAIDY,2013.304347826087
MILES,2013.3020833333333
LILIANA,2013.2924528301887
MIRACLE,2013.2857142857142
GIA,2013.2833333333333
BLIMY,2013.28
HAMZA,2013.2777777777778
PRINCE,2013.2777777777778
RYLEIGH,2013.2777777777778
ELLIE,2013.2758620689656
MINDY,2013.2727272727273
AMELIA,2013.2679245283018
SIENA,2013.2666666666667
LIBA,2013.2666666666667
CARMINE,2013.2666666666667
IBRAHIM,2013.2542372881355
MIAH,2013.25
JAMIR,2013.25
LEORA,2013.25
ESTER,2013.25
EMILIE,2013.25
EVANGELINE,2013.2413793103449
NOA,2013.2413793103449
PEARL,2013.235294117647
NAFTULI,2013.235294117647
SHIA,2013.2333333333333
ZION,2013.2280701754387
KALEB,2013.2244897959183
RUTH,2013.2222222222222
LUCA,2013.2153846153847
NACHMAN,2013.2142857142858
ELIANA,2013.2100840336134
ALESSANDRA,2013.2045454545455
EILEEN,2013.2
LEANDRO,2013.2
ALIZA,2013.2
ROY,2013.2
JANNAT,2013.2
TEAGAN,2013.1951219512196
NAFTALI,2013.1904761904761
LAWRENCE,2013.1818181818182
BARUCH,2013.1764705882354
ELENA,2013.1752577319587
JULIET,2013.1733333333334
YOSEF,2013.1666666666667
MIRI,2013.1666666666667
ALLIE,2013.1666666666667
LEONARDO,2013.1649484536083
LYLA,2013.1612903225807
MOISHE,2013.157894736842
AUTUMN,2013.1568627450981
MAEVE,2013.1568627450981
HENRY,2013.1549295774648
AHMED,2013.1538461538462
EVE,2013.15
ELIYAHU,2013.15
AMIYAH,2013.15
LUKAS,2013.1492537313434
OMARI,2013.142857142857
YOUSEF,2013.142857142857
YARETZI,2013.142857142857
SANTIAGO,2013.135593220339
VALENTINA,2013.126213592233
DELILAH,2013.122807017544
WYATT,2013.110576923077
BEATRICE,2013.1052631578948
LIBBY,2013.1052631578948
LILLIANA,2013.0967741935483
ANNABELLE,2013.076923076923
ALISHA,2013.076923076923
SCARLET,2013.076923076923
AHARON,2013.0714285714287
DEAN,2013.0704225352113
HERSHY,2013.0689655172414
EDEN,2013.0681818181818
CHANCE,2013.0666666666666
ZEV,2013.0645161290322
JUDAH,2013.057142857143
YOCHEVED,2013.0526315789473
MOHAMMED,2013.0487804878048
ALI,2013.047619047619
SKYLER,2013.0454545454545
HENNY,2013.0454545454545
MAYER,2013.0357142857142
MAXIMILIAN,2013.0344827586207
LUCIA,2013.0289855072465
ELIAS,2013.0265486725664
LUCY,2013.0091743119267
NECHUMA,2013.0
NAYELI,2013.0
ALTER,2013.0
ALANNA,2013.0
SHERRY,2013.0
CHARLEY,2013.0
PHOENIX,2013.0
EPHRAIM,2013.0
LENNY,2013.0
DEVORAH,2013.0
EFRAIM,2013.0
AMIYA,2013.0
YECHESKEL,2013.0
LILIANNA,2013.0
INES,2013.0
GITTEL,2013.0
CELIA,2013.0
MALAK,2013.0
RENEE,2013.0
ARI,2013.0
JANESSA,2013.0
BRANDEN,2013.0
DARWIN,2013.0
CARMEN,2013.0
CRISTOFER,2013.0
CAMREN,2013.0
NEHEMIAH,2013.0
ISREAL,2013.0
MIKAEL,2013.0
SHOLOM,2013.0
LOVE,2013.0
SAMIYAH,2013.0
MALIYAH,2013.0
ZALMEN,2013.0
CRISTIANO,2013.0
CARTER,2013.0
MARLEY,2013.0
FAIGA,2013.0
AHMAD,2013.0
JUDITH,2013.0
ALSTON,2013.0
LACEY,2013.0
JIANNA,2013.0
CHARLEIGH,2013.0
